Cycle,#4_SOH,#5_SOH
158,0.970639,0.972743455
159,0.970653182,0.972708455
160,0.970591091,0.971650364
161,0.970581364,0.972575727
162,0.970507455,0.972714273
163,0.970523364,0.971500545
164,0.970479273,0.972605545
165,0.970599091,0.972582727
166,0.970655909,0.972455
167,0.970615364,0.972608364
168,0.970604818,0.972629909
169,0.970589909,0.972685727
170,0.970532091,0.972642545
171,0.970475909,0.972617545
172,0.970433364,0.972686364
173,0.970434364,0.972615364
174,0.970371273,0.972411818
175,0.970385818,0.972175091
176,0.970397545,0.972387545
177,0.970432909,0.972330909
178,0.970380455,0.972420091
179,0.970269727,0.972511727
180,0.970265364,0.972487455
181,0.970267636,0.972329182
182,0.970256455,0.972335
183,0.970297545,0.972378727
184,0.970178636,0.972321273
185,0.970150636,0.972136727
186,0.970046545,0.972160273
187,0.969970545,0.971018364
188,0.969923636,0.972179091
189,0.969884818,0.972132909
190,0.969881909,0.972020545
191,0.969777545,0.971843909
192,0.969593636,0.971704727
193,0.969548909,0.971855455
194,0.969814364,0.971908818
195,0.969978818,0.971784273
196,0.969954636,0.971598182
197,0.969927818,0.971561545
198,0.969921818,0.971685909
199,0.969885909,0.970302818
200,0.969755091,0.971698455
201,0.969724636,0.971862818
202,0.969705364,0.971822818
203,0.969701364,0.971823364
204,0.969759545,0.971722455
205,0.969739818,0.971834182
206,0.969686273,0.971841364
207,0.969644091,0.971799455
208,0.969618,0.971830182
209,0.969609,0.971797364
210,0.969513364,0.971677273
211,0.969523636,0.971648182
212,0.969451636,0.971557545
213,0.969449636,0.971584364
214,0.969531364,0.971634091
215,0.969489727,0.971526455
216,0.969440182,0.971547909
217,0.969426727,0.969290364
218,0.969417818,0.971425909
219,0.969336909,0.971434455
220,0.969361,0.971507455
221,0.969286091,0.971442545
222,0.969309818,0.971372818
223,0.969215727,0.971359545
224,0.969262364,0.971240455
225,0.969235,0.971264545
226,0.969212909,0.970188909
227,0.969247727,0.971027727
228,0.969182,0.971161364
229,0.969224545,0.971164364
230,0.968991455,0.971204273
231,0.969001364,0.971173545
232,0.969028545,0.97111
233,0.968930364,0.971035182
234,0.968916818,0.971034909
235,0.968929182,0.970938091
236,0.968872182,0.970706909
237,0.968844909,0.970967455
238,0.968771455,0.969927455
239,0.968661091,0.970979455
240,0.968629,0.970994273
241,0.968654091,0.970818364
242,0.968603364,0.970841727
243,0.968635545,0.970723
244,0.968609182,0.970717273
245,0.968598091,0.970663909
246,0.968546091,0.969538455
247,0.968607636,0.970735
248,0.968601636,0.970587818
249,0.968487909,0.970532909
250,0.968529455,0.970624364
251,0.968473273,0.970537273
252,0.968369455,0.970613818
253,0.968421545,0.970384545
254,0.968409636,0.970516091
255,0.968221727,0.969350545
256,0.968166727,0.970413545
257,0.968218364,0.970250182
258,0.968174182,0.970371545
259,0.968214818,0.970266273
260,0.968118545,0.970254364
261,0.968067,0.970202
262,0.968066636,0.970168636
263,0.967922636,0.970122818
264,0.967875545,0.970232364
265,0.967857364,0.970111909
266,0.967943545,0.970152727
267,0.967896273,0.970114545
268,0.967779818,0.969983818
269,0.967793818,0.969947545
270,0.967785455,0.969811545
271,0.967801818,0.969939909
272,0.967726364,0.969945182
273,0.967771818,0.968731182
274,0.967746364,0.969776
275,0.967727364,0.969830182
276,0.967659364,0.969869091
277,0.967599273,0.969772727
278,0.967555364,0.969714182
279,0.967467364,0.969413727
280,0.967451727,0.968539818
281,0.967528636,0.968148182
282,0.967421,0.969419909
283,0.967363364,0.969427909
284,0.967378273,0.969456091
285,0.967355818,0.969408
286,0.967331727,0.969459182
287,0.967273091,0.969332818
288,0.967229273,0.969339273
289,0.967163636,0.969284909
290,0.967153636,0.969200818
291,0.967186818,0.969271636
292,0.967154182,0.969221364
293,0.967174091,0.969205
294,0.967011364,0.969159273
295,0.967035273,0.969153636
296,0.967061818,0.969200455
297,0.966999636,0.969085455
298,0.967036636,0.968034818
299,0.967085727,0.968940273
300,0.967031727,0.967870545
301,0.966890091,0.968819818
302,0.966834273,0.968938
303,0.966779636,0.968798364
304,0.966684909,0.968749727
305,0.966745,0.968718818
306,0.966636818,0.968884455
307,0.966627909,0.968828273
308,0.966574273,0.968628818
309,0.966599545,0.968609909
310,0.966498545,0.968382727
311,0.966471727,0.968412636
312,0.966415364,0.968505273
313,0.966423455,0.968568455
314,0.966379455,0.968468091
315,0.966365909,0.968473364
316,0.966301182,0.968429273
317,0.966271273,0.968401455
318,0.966360818,0.968362455
319,0.966262818,0.968299273
320,0.966161818,0.968314818
321,0.966221091,0.968234909
322,0.966254273,0.968204182
323,0.966104364,0.965880364
324,0.966151182,0.968083455
325,0.966099182,0.968048545
326,0.966080091,0.967933727
327,0.966010091,0.967964909
328,0.966010182,0.967961091
329,0.96604,0.967974727
330,0.966001,0.967967
331,0.966001727,0.967970182
332,0.965842364,0.967904909
333,0.965810455,0.967896273
334,0.965807,0.967883818
335,0.965745091,0.967806182
336,0.965794545,0.967778
337,0.965737,0.967759091
338,0.965668545,0.967861545
339,0.965640455,0.967896273
340,0.965638636,0.967836636
341,0.965589909,0.967682636
342,0.965546545,0.967677091
343,0.965514727,0.967606
344,0.965510364,0.967668818
345,0.965405364,0.967541091
346,0.965414182,0.967543545
347,0.965342455,0.967584
348,0.965309455,0.967440182
349,0.965325091,0.967455273
350,0.965232545,0.967483273
351,0.965229091,0.967444727
352,0.965224182,0.967331545
353,0.965186818,0.967230455
354,0.965230545,0.966146636
355,0.965220636,0.967286091
356,0.965207727,0.966000909
357,0.965170182,0.967192636
358,0.965186727,0.967038909
359,0.965196727,0.966884727
360,0.965181091,0.967088636
361,0.965041,0.96703
362,0.965097909,0.966942545
363,0.965079,0.965807727
364,0.965015,0.967088727
365,0.965010273,0.966902727
366,0.964963545,0.966949545
367,0.964935364,0.967004091
368,0.964920727,0.966929545
369,0.964844727,0.966936
370,0.964815818,0.966897545
371,0.964889455,0.966930091
372,0.964812364,0.966939091
373,0.964808182,0.966760364
374,0.964701818,0.966794455
375,0.964691636,0.96677
376,0.964638818,0.966724455
377,0.964587364,0.966717364
378,0.964585,0.966687818
379,0.964443182,0.966723909
380,0.964476909,0.966622818
381,0.964457545,0.966617
382,0.964479636,0.966600545
383,0.964491364,0.966629636
384,0.964421545,0.966731
385,0.964442818,0.966699818
386,0.964432091,0.966637364
387,0.964387182,0.966605273
388,0.964293727,0.966592636
389,0.964338364,0.966442182
390,0.964371273,0.966372364
391,0.964345636,0.966444636
392,0.964141545,0.966499545
393,0.964125273,0.966371364
394,0.964117182,0.966378545
395,0.964123909,0.966331727
396,0.964086273,0.966369818
397,0.964019818,0.966203455
398,0.96397,0.966325273
399,0.964005182,0.966360818
400,0.963962545,0.966235636
401,0.963914545,0.966408364
402,0.963879909,0.966347091
403,0.963876636,0.966278818
404,0.963864364,0.966192182
405,0.963812545,0.966085818
406,0.963798727,0.966149818
407,0.963742818,0.964910182
408,0.963719182,0.965933455
409,0.963711545,0.966070455
410,0.963632636,0.965995364
411,0.963626909,0.966031455
412,0.963577,0.966017182
413,0.963623636,0.965973455
414,0.963615182,0.964763909
415,0.963560091,0.965924818
416,0.963525636,0.965913636
417,0.963522909,0.965942
418,0.963489909,0.965841818
419,0.963480545,0.965738909
420,0.963495636,0.965818818
421,0.963404545,0.965846455
422,0.96352,0.965782818
423,0.963329909,0.965750182
424,0.963270545,0.965819182
425,0.963291182,0.965638727
426,0.963237091,0.965631636
427,0.963225364,0.965679364
428,0.963180364,0.965534273
429,0.963154455,0.965547636
430,0.963106909,0.965321455
431,0.963079364,0.965318364
432,0.963105091,0.965373364
433,0.962967182,0.965398455
434,0.962907545,0.965367273
435,0.962878182,0.965178636
436,0.962841545,0.965048182
437,0.962763455,0.965188636
438,0.962681545,0.965137182
439,0.962539545,0.965049182
440,0.962625273,0.965133909
441,0.962591727,0.964960273
442,0.962563727,0.964953727
443,0.962506636,0.964819273
444,0.962627364,0.964869909
445,0.962612091,0.964802636
446,0.962605182,0.964633364
447,0.962589909,0.964664909
448,0.962560364,0.964541182
449,0.962571273,0.964529091
450,0.962533909,0.964367636
451,0.962506545,0.964377
452,0.962448909,0.964197818
453,0.962431636,0.964047364
454,0.962433727,0.964082727
455,0.962418091,0.964221182
456,0.962361455,0.964023636
457,0.962313091,0.964261636
458,0.962301091,0.963048364
459,0.962204455,0.964302273
460,0.962169455,0.964241545
461,0.962194455,0.964299455
462,0.962153545,0.964273727
463,0.962045818,0.96444
464,0.962066,0.964300545
465,0.962058727,0.964315909
466,0.962040545,0.964284727
467,0.961964636,0.964128545
468,0.961925182,0.964066455
469,0.961860273,0.964056818
470,0.961811455,0.963996182
471,0.961856727,0.963898182
472,0.961770545,0.963948818
473,0.961659455,0.963865727
474,0.961608,0.963777
475,0.961663273,0.963652364
476,0.961588364,0.963673364
477,0.961545818,0.963637273
478,0.961578545,0.963597727
479,0.961483182,0.963540091
480,0.961479182,0.963408273
481,0.961444182,0.963577545
482,0.961412364,0.963452818
483,0.961426636,0.963456
484,0.961410818,0.963440182
485,0.961271636,0.963354091
486,0.961201182,0.963301091
487,0.961133636,0.963038091
488,0.961044182,0.963211909
489,0.961048273,0.963223455
490,0.961010091,0.963273182
491,0.960988818,0.963137545
492,0.960952545,0.963146
493,0.960960727,0.963045818
494,0.960855636,0.962911091
495,0.960807182,0.963007455
496,0.960798364,0.962768727
497,0.960718182,0.962780818
498,0.960583727,0.962817818
499,0.960467727,0.962650636
500,0.960479727,0.962706364
501,0.960363455,0.962605545
502,0.960362273,0.962614364
503,0.960217909,0.962616818
504,0.960066,0.962529909
505,0.960206091,0.96258
506,0.960252364,0.962414273
507,0.960041,0.962448909
508,0.960130909,0.962447545
509,0.960221364,0.961324818
510,0.960274636,0.962352727
511,0.960210909,0.962243273
512,0.960152364,0.962309091
513,0.960108818,0.962195909
514,0.960062727,0.962061636
515,0.960006364,0.962073818
516,0.960066,0.961981273
517,0.959948,0.961977364
518,0.959945182,0.962003273
519,0.959803091,0.961845636
520,0.959799636,0.961675182
521,0.959903182,0.961709909
522,0.959855636,0.961740818
523,0.959787182,0.96171
524,0.959764091,0.961918909
525,0.959661636,0.961886
526,0.959763182,0.962000364
527,0.959665909,0.961926636
528,0.959575273,0.961852091
529,0.959489818,0.961857727
530,0.959440727,0.961661
531,0.959389545,0.961777273
532,0.959384455,0.961797455
533,0.959281909,0.961809455
534,0.959246909,0.961814727
535,0.959193182,0.961689636
536,0.959246455,0.961516909
537,0.959235727,0.961425182
538,0.959177273,0.961570273
539,0.959158727,0.961484455
540,0.959104091,0.961422636
541,0.959121636,0.961399182
542,0.959117727,0.961382727
543,0.959023909,0.961349636
544,0.959045545,0.961243273
545,0.958983273,0.961272182
546,0.959056909,0.961141182
547,0.959017636,0.961073545
548,0.959091818,0.961021364
549,0.959056,0.961021
550,0.959051,0.960984636
551,0.958987364,0.960848364
552,0.958896182,0.960952
553,0.958798455,0.960925091
554,0.958831091,0.960874273
555,0.958797,0.960489273
556,0.958802909,0.960788273
557,0.958711455,0.960566
558,0.958690455,0.960562273
559,0.958744091,0.960649364
560,0.958591818,0.960585818
561,0.958609818,0.959582727
562,0.958588909,0.960628273
563,0.958552818,0.959634364
564,0.958508364,0.959462182
565,0.958368273,0.960678273
566,0.958347455,0.959476455
567,0.958300727,0.960707909
568,0.958226909,0.960606455
569,0.958142273,0.960547364
570,0.958201,0.960571636
571,0.958137273,0.960476091
572,0.958087273,0.960536364
573,0.958171727,0.960409091
574,0.958135091,0.960523455
575,0.958098182,0.959153
576,0.958100636,0.960458182
577,0.958097,0.960398455
578,0.958009091,0.960394545
579,0.957967364,0.960356545
580,0.957966,0.960316545
581,0.957906545,0.960199273
582,0.957808273,0.960204182
583,0.957690545,0.960089545
584,0.957642909,0.960101
585,0.957664545,0.958950091
586,0.957601636,0.959963455
587,0.957555545,0.959947455
588,0.957531636,0.960021545
589,0.957502455,0.960005182
590,0.957482,0.959813909
591,0.957370545,0.959852727
592,0.957350818,0.959860455
593,0.957266,0.959997
594,0.957241182,0.959834273
595,0.957358455,0.959759727
596,0.957278909,0.959672273
597,0.957290545,0.959659909
598,0.957238636,0.959559
599,0.957166455,0.959479182
600,0.957139182,0.959484727
601,0.956991182,0.959368364
602,0.956959091,0.959410091
603,0.956812,0.959241
604,0.956855364,0.959304182
605,0.956798364,0.959253091
606,0.956792636,0.959185727
607,0.956740727,0.959185545
608,0.956733455,0.959151091
609,0.956680909,0.958021636
610,0.956591273,0.958921273
611,0.956647182,0.959131182
612,0.956553,0.958983364
613,0.956535545,0.959096455
614,0.956439091,0.957919909
615,0.956451909,0.959070182
616,0.956412,0.958931727
617,0.956347818,0.958948636
618,0.956362818,0.958931636
619,0.956242273,0.958688545
620,0.956257273,0.958804727
621,0.956250455,0.958782909
622,0.956122364,0.958614909
623,0.956131182,0.958630182
624,0.956135636,0.958607636
625,0.955994091,0.958569818
626,0.955928909,0.958545545
627,0.955849818,0.958461636
628,0.955795273,0.958455
629,0.955781909,0.958526364
630,0.955738545,0.958256
631,0.955738091,0.958371909
632,0.955758545,0.958233818
633,0.955688545,0.958153091
634,0.955599,0.958253182
635,0.955619727,0.958295545
636,0.955598545,0.958304636
637,0.955552182,0.958198636
638,0.955514182,0.955790364
639,0.955417273,0.958010364
640,0.955397364,0.958008636
641,0.955279727,0.957992909
642,0.955292455,0.958015818
643,0.955198273,0.957852455
644,0.955256545,0.957911455
645,0.955170545,0.957872909
646,0.955047727,0.957655545
647,0.955023636,0.957673273
648,0.954932909,0.957621545
649,0.954919273,0.956498909
650,0.954829,0.957562364
651,0.954726,0.957509818
652,0.954732545,0.957588
653,0.954730727,0.957617545
654,0.954664091,0.957534818
655,0.954622182,0.957477182
656,0.954614545,0.957491182
657,0.95437,0.957259818
658,0.954494,0.957308545
659,0.954474,0.956102545
660,0.954398091,0.957231273
661,0.954374091,0.957090455
662,0.954261545,0.957269455
663,0.954192091,0.957034
664,0.954192545,0.957064818
665,0.954126,0.957204727
666,0.954181273,0.957197636
667,0.954075091,0.957071818
668,0.953997455,0.957024273
669,0.953912273,0.956935091
670,0.953936,0.956791727
671,0.953886273,0.956717273
672,0.953836455,0.956754545
673,0.953745636,0.955715909
674,0.953726909,0.956499273
675,0.953647636,0.956544
676,0.953650909,0.956423818
677,0.953659909,0.956494727
678,0.953593364,0.956469364
679,0.953590909,0.956553545
680,0.953590455,0.956441727
681,0.953497545,0.956395455
682,0.953407727,0.956314727
683,0.953377091,0.95629
684,0.953352636,0.956283818
685,0.953245091,0.956165727
686,0.953204182,0.956193636
687,0.953150727,0.956146636
688,0.953070182,0.956073091
689,0.953018091,0.954902273
690,0.952990727,0.955954545
691,0.952958727,0.955922091
692,0.952948636,0.955903182
693,0.952878909,0.955840091
694,0.952832909,0.955788455
695,0.952737,0.955811636
696,0.952625909,0.955672545
697,0.952671364,0.955648455
698,0.952629909,0.955724727
699,0.952574,0.955669364
700,0.952566636,0.955780727
701,0.952502364,0.954605545
702,0.952462364,0.955598909
703,0.952455,0.955655
704,0.952464273,0.955539727
705,0.952403636,0.955463455
706,0.952276273,0.955632273
707,0.952336545,0.955482727
708,0.952380545,0.955553909
709,0.952267091,0.955464545
710,0.952333364,0.955365455
711,0.952205636,0.955379364
712,0.952154091,0.955272909
713,0.952166727,0.955405545
714,0.952051636,0.955156273
715,0.951990545,0.955215
716,0.951983091,0.954135909
717,0.951904182,0.955206818
718,0.951893545,0.955318
719,0.951892273,0.955160818
720,0.951873455,0.955065091
721,0.951888,0.955071091
722,0.951758727,0.955037091
723,0.951753727,0.954949818
724,0.951684364,0.954872
725,0.951517909,0.954950091
726,0.951456727,0.954733636
727,0.951455364,0.954763545
728,0.951413,0.954809636
729,0.951353091,0.954763545
730,0.951376,0.954720909
731,0.951353182,0.954748364
732,0.951351273,0.954787273
733,0.951309727,0.954636727
734,0.951302364,0.953495818
735,0.951260909,0.954604818
736,0.951200545,0.954494182
737,0.951203909,0.954540818
738,0.951112818,0.953429545
739,0.951024818,0.953398545
740,0.950924364,0.954411273
741,0.950894545,0.954301727
742,0.950827636,0.954258545
743,0.950814182,0.954267545
744,0.950699091,0.954147727
745,0.950694818,0.954109727
746,0.950625818,0.954145636
747,0.950499818,0.954086273
748,0.950474545,0.953981455
749,0.950460182,0.953988182
750,0.950414182,0.954029455
751,0.950353455,0.953843091
752,0.950209727,0.953994727
753,0.950197273,0.953835182
754,0.950205455,0.953613273
755,0.950119636,0.953831545
756,0.950028182,0.953681273
757,0.949953273,0.953830818
758,0.949991,0.953710182
759,0.949885091,0.953755273
760,0.949823,0.953617545
761,0.949762273,0.953645455
762,0.949766727,0.953613545
763,0.949692727,0.953660727
764,0.949717909,0.953553909
765,0.949664636,0.953397455
766,0.949568818,0.953488273
767,0.949531545,0.953363
768,0.949436273,0.953258273
769,0.949440091,0.953289909
770,0.949439636,0.953255091
771,0.949369909,0.953013455
772,0.949320818,0.953099727
773,0.949284818,0.953077545
774,0.949387182,0.953119364
775,0.949256182,0.953022545
776,0.949136636,0.953069636
777,0.949030909,0.951806727
778,0.949040182,0.952896273
779,0.948992,0.952831364
780,0.948991273,0.952666545
781,0.948866909,0.952718273
782,0.948772182,0.952700636
783,0.948737182,0.952495
784,0.948650182,0.952607091
785,0.948647364,0.952474818
786,0.948531818,0.952447
787,0.948471364,0.952276182
788,0.948438455,0.952362455
789,0.948351818,0.952203727
790,0.948244909,0.952244636
791,0.948221455,0.952102636
792,0.948225818,0.952068364
793,0.947989,0.952008455
794,0.948023,0.951960636
795,0.947959727,0.951951091
796,0.947961182,0.951941273
797,0.947914091,0.951875273
798,0.947837,0.951942273
799,0.947834818,0.951962273
800,0.947784636,0.952005636
801,0.947727909,0.952089091
802,0.947661545,0.951873636
803,0.947572091,0.951806818
804,0.947561273,0.951709727
805,0.947449636,0.951664545
806,0.947377,0.951594
807,0.947302909,0.951598273
808,0.947279909,0.951483273
809,0.947231727,0.951456273
810,0.947213727,0.950277273
811,0.947149818,0.951345091
812,0.947111545,0.951359364
813,0.947088182,0.951290636
814,0.947006091,0.951241545
815,0.947030545,0.951087818
816,0.946971909,0.950993
817,0.946965455,0.950986
818,0.946890545,0.950908909
819,0.946785727,0.95069
820,0.946695909,0.950736636
821,0.946623909,0.950903
822,0.946610909,0.950599182
823,0.946596636,0.950750909
824,0.946571727,0.950708727
825,0.946483,0.950760727
826,0.946330273,0.950664455
827,0.946216909,0.950586364
828,0.946162273,0.950635273
829,0.946115727,0.950738273
830,0.946127818,0.950656364
831,0.946096818,0.950531
832,0.946042,0.950455364
833,0.945923182,0.950330182
834,0.945855727,0.950376545
835,0.945779182,0.950235
836,0.945832636,0.950382545
837,0.945790455,0.950279818
838,0.945723727,0.950267818
839,0.945744636,0.950199273
840,0.945581818,0.950176
841,0.945406091,0.950215182
842,0.945431455,0.950015091
843,0.945318545,0.949925182
844,0.945237545,0.949995727
845,0.945164818,0.949896727
846,0.945204364,0.949882455
847,0.945133545,0.949911636
848,0.944976545,0.949830818
849,0.944951091,0.949769273
850,0.944921727,0.949740182
851,0.944810273,0.949761
852,0.944756182,0.949717
853,0.944696818,0.949656818
854,0.944673,0.949454636
855,0.944665273,0.949515455
856,0.944623091,0.949425364
857,0.944571818,0.949404545
858,0.944529545,0.949335545
859,0.944419455,0.949218364
860,0.944427364,0.949123636
861,0.944352727,0.949138182
862,0.944290818,0.949018091
863,0.944201545,0.949080818
864,0.944095182,0.949029636
865,0.944039273,0.948903636
866,0.944012091,0.948922545
867,0.944023818,0.948918818
868,0.943971636,0.948798182
869,0.943902091,0.948913091
870,0.943859091,0.948674
871,0.943876909,0.948708273
872,0.943802636,0.948739455
873,0.943712182,0.948702455
874,0.943658545,0.948618636
875,0.943626182,0.948648455
876,0.943587,0.948540727
877,0.943506545,0.948515091
878,0.943478909,0.948337727
879,0.943499,0.948335273
880,0.94341,0.948331364
881,0.943384909,0.948358364
882,0.943327909,0.948207909
883,0.943093727,0.948360545
884,0.943061727,0.948282182
885,0.942986909,0.948203455
886,0.942901727,0.948116455
887,0.942850455,0.948056727
888,0.942840727,0.948027727
889,0.942756909,0.947847909
890,0.942762182,0.947886727
891,0.942640818,0.946860727
892,0.942580636,0.947877091
893,0.942498636,0.948038818
894,0.942491636,0.947840909
895,0.942526091,0.947866545
896,0.942430636,0.947861364
897,0.942201818,0.947777364
898,0.942220273,0.947939091
899,0.942119545,0.947908273
900,0.942163909,0.947741727
901,0.941963636,0.947683091
902,0.941945182,0.947716091
903,0.941913545,0.947684818
904,0.941817091,0.947658455
905,0.941748818,0.947564909
906,0.941645909,0.947464364
907,0.941677545,0.947366182
908,0.941555909,0.947353091
909,0.941482545,0.947466545
910,0.941420364,0.947353909
911,0.941312455,0.947444909
912,0.941268545,0.947362545
913,0.941224091,0.947359545
914,0.941159091,0.947269455
915,0.941067364,0.947244909
916,0.940927727,0.947225545
917,0.941024727,0.947215273
918,0.940952636,0.947140091
919,0.940872727,0.947145091
920,0.940801455,0.946859545
921,0.940744909,0.947034182
922,0.940672091,0.946899909
923,0.940744636,0.946809818
924,0.940440364,0.946940182
925,0.940483818,0.946742545
926,0.940545,0.946709909
927,0.940367273,0.946448818
928,0.940314545,0.946497273
929,0.940245,0.946361545
930,0.940231727,0.946263909
931,0.940183909,0.945087455
932,0.940173909,0.946115364
933,0.940078818,0.946056
934,0.939913,0.946112636
935,0.939874727,0.945883455
936,0.939712818,0.945814182
937,0.939761091,0.945833091
938,0.939673182,0.945908727
939,0.939625818,0.945791
940,0.939593727,0.945651091
941,0.939485182,0.945634545
942,0.939313636,0.945588636
943,0.939263455,0.945540545
944,0.939381364,0.945398727
945,0.939134545,0.945413364
946,0.939178455,0.945329091
947,0.939006727,0.945341818
948,0.939029818,0.945284
949,0.938936545,0.945172727
950,0.938937636,0.945232
951,0.938863,0.945181455
952,0.938807,0.945098636
953,0.938608545,0.945055636
954,0.938672909,0.944976182
955,0.938717,0.944892727
956,0.938697909,0.944924909
957,0.938300545,0.944825818
958,0.938322909,0.944868364
959,0.938264909,0.944842091
960,0.938246545,0.944664273
961,0.938156182,0.944668364
962,0.938113182,0.944625455
963,0.938029636,0.944612636
964,0.937971636,0.944534455
965,0.937922364,0.944492727
966,0.937852636,0.944419091
967,0.937821545,0.944386091
968,0.937576818,0.944328636
969,0.937651182,0.944203273
970,0.937616636,0.944073545
971,0.937536455,0.944171636
972,0.937536455,0.944039364
973,0.937461636,0.944028909
974,0.937363,0.944020091
975,0.937315545,0.943955364
976,0.937249364,0.943951273
977,0.937179091,0.943799636
978,0.937219545,0.943816455
979,0.937148,0.943675727
980,0.936996545,0.943590818
981,0.937081909,0.943584545
982,0.937047091,0.943542909
983,0.936928091,0.943508
984,0.936635091,0.943428364
985,0.936564,0.943335727
986,0.936679545,0.943246091
987,0.93669,0.943227364
988,0.936579273,0.943313091
989,0.936525727,0.943077182
990,0.936493182,0.943170636
991,0.936414636,0.943067182
992,0.936341545,0.943015455
993,0.936025455,0.943007545
994,0.936104636,0.942966818
995,0.935997727,0.942984273
996,0.935944636,0.942922091
997,0.935891364,0.942832636
998,0.935727,0.942622727
999,0.935602818,0.942578636
1000,0.935532,0.942524273
1001,0.935521364,0.942449091
1002,0.935495,0.942323818
1003,0.935330273,0.942383
1004,0.93528,0.942298909
1005,0.935169273,0.942182
1006,0.935092636,0.942248636
1007,0.935092364,0.942187455
1008,0.935039818,0.942133636
1009,0.934990727,0.942127909
