Cycle,Battery#1,Battery#2,#1_SOH,#2_SOH,,,,
326,1.0743459,1.0789583,0.976678091,0.980871182,,,,
327,1.074285,1.0789254,0.976622727,0.980841273,,,,
328,1.0742594,1.078907,0.976599455,0.980824545,,,,
329,1.0745344,1.0792269,0.976849455,0.981115364,,,,
330,1.075012,1.0796727,0.977283636,0.981520636,,,,
331,1.0751935,1.0798624,0.977448636,0.981693091,,,,
332,1.0751543,1.0797831,0.977413,0.981621,,,,
333,1.0750471,1.0797588,0.977315545,0.981598909,,,,
334,1.0750059,1.0796572,0.977278091,0.981506545,,,,
335,1.0749389,1.0796064,0.977217182,0.981460364,,,,
336,1.0751619,1.0798067,0.977419909,0.981642455,,,,
337,1.0754133,1.0800514,0.977648455,0.981864909,,,,
338,1.0756236,1.0802031,0.977839636,0.982002818,,,,
339,1.0757637,1.0803508,0.977967,0.982137091,,,,
340,1.0758748,1.0804368,0.978068,0.982215273,,,,
341,1.0759256,1.0804888,0.978114182,0.982262545,,,,
342,1.0759102,1.0804645,0.978100182,0.982240455,,,,
343,1.0758578,1.0804534,0.978052545,0.982230364,,,,
344,1.0755669,1.0801029,0.977788091,0.981911727,,,,
345,1.0752485,1.0797704,0.977498636,0.981609455,,,,
346,1.074982,1.0795232,0.977256364,0.981384727,,,,
347,1.0747793,1.0793179,0.977072091,0.981198091,,,,
348,1.0746372,1.0792198,0.976942909,0.981108909,,,,
349,1.0745953,1.0791384,0.976904818,0.981034909,,,,
350,1.0745516,1.0790989,0.976865091,0.980999,,,,
351,1.0745178,1.0790623,0.976834364,0.980965727,,,,
352,1.0744298,1.0790235,0.976754364,0.980930455,,,,
353,1.0744505,1.0790181,0.976773182,0.980925545,,,,
354,1.0744126,1.0789891,0.976738727,0.980899182,,,,
355,1.0743464,1.0789243,0.976678545,0.980840273,,,,
356,1.0743874,1.0789951,0.976715818,0.980904636,,,,
357,1.0745013,1.0790669,0.976819364,0.980969909,,,,
358,1.0744153,1.0789909,0.976741182,0.980900818,,,,
359,1.0742865,1.0788248,0.976624091,0.980749818,,,,
360,1.0741948,1.0787441,0.976540727,0.980676455,,,,
361,1.0741295,1.0786655,0.976481364,0.980605,,,,
362,1.074134,1.0786471,0.976485455,0.980588273,,,,
363,1.0743251,1.078869,0.976659182,0.98079,,,,
364,1.0744771,1.0790184,0.976797364,0.980925818,,,,
365,1.0746301,1.0791409,0.976936455,0.981037182,,,,
366,1.0746996,1.0792208,0.976999636,0.981109818,,,,
367,1.0747268,1.0792735,0.977024364,0.981157727,,,,
368,1.0747845,1.0792698,0.977076818,0.981154364,,,,
369,1.0747989,1.0793127,0.977089909,0.981193364,,,,
370,1.0744324,1.0791715,0.976756727,0.981065,,,,
371,1.0743726,1.0788926,0.976702364,0.980811455,,,,
372,1.0741397,1.0786905,0.976490636,0.980627727,,,,
373,1.0739725,1.0784998,0.976338636,0.980454364,,,,
374,1.0738165,1.0783615,0.976196818,0.980328636,,,,
375,1.0737524,1.0782696,0.976138545,0.980245091,,,,
376,1.0733318,1.0782193,0.975756182,0.980199364,,,,
377,1.0735106,1.0781486,0.975918727,0.980135091,,,,
378,1.0735966,1.0781941,0.975996909,0.980176455,,,,
379,1.0735462,1.0781721,0.975951091,0.980156455,,,,
380,1.0735968,1.0781236,0.975997091,0.980112364,,,,
381,1.0736037,1.0781115,0.976003364,0.980101364,,,,
382,1.0734512,1.0781264,0.975864727,0.980114909,,,,
383,1.0737031,1.0782268,0.976093727,0.980206182,,,,
384,1.0737282,1.0781873,0.976116545,0.980170273,,,,
385,1.0736164,1.0781057,0.976014909,0.980096091,,,,
386,1.0732094,1.0779345,0.975644909,0.979940455,,,,
387,1.0733148,1.0778304,0.975740727,0.979845818,,,,
388,1.0732375,1.0777211,0.975670455,0.979746455,,,,
389,1.0733236,1.0778693,0.975748727,0.979881182,,,,
390,1.0735202,1.0780573,0.975927455,0.980052091,,,,
391,1.0736946,1.0782228,0.976086,0.980202545,,,,
392,1.0738062,1.0783082,0.976187455,0.980280182,,,,
393,1.0738928,1.0784098,0.976266182,0.980372545,,,,
394,1.0739291,1.0784452,0.976299182,0.980404727,,,,
395,1.0739547,1.0784394,0.976322455,0.980399455,,,,
396,1.0739543,1.078418,0.976322091,0.98038,,,,
397,1.0736508,1.0781161,0.976046182,0.980105545,,,,
398,1.0733641,1.0778599,0.975785545,0.979872636,,,,
399,1.0731798,1.0776757,0.975618,0.979705182,,,,
400,1.0730301,1.0775154,0.975481909,0.979559455,,,,
401,1.0729581,1.077435,0.975416455,0.979486364,,,,
402,1.0728813,1.0773478,0.975346636,0.979407091,,,,
403,1.0728061,1.0773003,0.975278273,0.979363909,,,,
404,1.0728029,1.0772712,0.975275364,0.979337455,,,,
405,1.0727966,1.0772387,0.975269636,0.979307909,,,,
406,1.072812,1.0772605,0.975283636,0.979327727,,,,
407,1.0727965,1.0772508,0.975269545,0.979318909,,,,
408,1.072793,1.0772288,0.975266364,0.979298909,,,,
409,1.07291,1.0773697,0.975372727,0.979427,,,,
410,1.0729449,1.0774386,0.975404455,0.979489636,,,,
411,1.0728635,1.0773662,0.975330455,0.979423818,,,,
412,1.0727617,1.0772254,0.975237909,0.979295818,,,,
413,1.0726027,1.0770916,0.975093364,0.979174182,,,,
414,1.0724785,1.0769926,0.974980455,0.979084182,,,,
415,1.072441,1.0769438,0.974946364,0.979039818,,,,
416,1.0726017,1.0771328,0.975092455,0.979211636,,,,
417,1.0727917,1.0773152,0.975265182,0.979377455,,,,
418,1.0729266,1.0774344,0.975387818,0.979485818,,,,
419,1.0730158,1.0774941,0.975468909,0.979540091,,,,
420,1.0730367,1.0775131,0.975487909,0.979557364,,,,
421,1.0730126,1.0774316,0.975466,0.979483273,,,,
422,1.0729802,1.0774074,0.975436545,0.979461273,,,,
423,1.0727934,1.0771635,0.975266727,0.979239545,,,,
424,1.0725113,1.0769451,0.975010273,0.979041,,,,
425,1.0722644,1.076761,0.974785818,0.978873636,,,,
426,1.072119,1.0765847,0.974653636,0.978713364,,,,
427,1.0719939,1.076472,0.974539909,0.978610909,,,,
428,1.0719556,1.0764322,0.974505091,0.978574727,,,,
429,1.0719351,1.0763853,0.974486455,0.978532091,,,,
430,1.0719007,1.0763484,0.974455182,0.978498545,,,,
431,1.0718796,1.0763351,0.974436,0.978486455,,,,
432,1.0718626,1.0763147,0.974420545,0.978467909,,,,
433,1.0718318,1.0763103,0.974392545,0.978463909,,,,
434,1.0718457,1.0762957,0.974405182,0.978450636,,,,
435,1.0718414,1.0763397,0.974401273,0.978490636,,,,
436,1.0719668,1.0764672,0.974515273,0.978606545,,,,
437,1.0719213,1.0764256,0.974473909,0.978568727,,,,
438,1.0717525,1.0762469,0.974320455,0.978406273,,,,
439,1.0716239,1.0761455,0.974203545,0.978314091,,,,
440,1.0715833,1.0760616,0.974166636,0.978237818,,,,
441,1.0715199,1.0760143,0.974109,0.978194818,,,,
442,1.0716007,1.0761213,0.974182455,0.978292091,,,,
443,1.0717331,1.076252,0.974302818,0.978410909,,,,
444,1.0718055,1.0763233,0.974368636,0.978475727,,,,
445,1.0715779,1.0763732,0.974161727,0.978521091,,,,
446,1.071839,1.0761567,0.974399091,0.978324273,,,,
447,1.0718482,1.0763611,0.974407455,0.978510091,,,,
448,1.0718659,1.0763779,0.974423545,0.978525364,,,,
449,1.0718762,1.0763863,0.974432909,0.978533,,,,
450,1.0716312,1.0761533,0.974210182,0.978321182,,,,
451,1.0714047,1.0759333,0.974004273,0.978121182,,,,
452,1.0712407,1.0757965,0.973855182,0.977996818,,,,
453,1.0707967,1.0756837,0.973451545,0.977894273,,,,
454,1.0710164,1.075597,0.973651273,0.977815455,,,,
455,1.0710196,1.0755435,0.973654182,0.977766818,,,,
456,1.0709519,1.0755167,0.973592636,0.977742455,,,,
457,1.0707879,1.0754862,0.973443545,0.977714727,,,,
458,1.0708137,1.0754229,0.973467,0.977657182,,,,
459,1.070776,1.0753751,0.973432727,0.977613727,,,,
460,1.0707228,1.0753145,0.973384364,0.977558636,,,,
461,1.070732,1.0752944,0.973392727,0.977540364,,,,
462,1.070677,1.0752643,0.973342727,0.977513,,,,
463,1.0706482,1.0752257,0.973316545,0.977477909,,,,
464,1.0706171,1.075182,0.973288273,0.977438182,,,,
465,1.0705854,1.0751038,0.973259455,0.977367091,,,,
466,1.070506,1.0750637,0.973187273,0.977330636,,,,
467,1.0704845,1.0749959,0.973167727,0.977269,,,,
468,1.0704633,1.0750818,0.973148455,0.977347091,,,,
469,1.0707554,1.0753161,0.973414,0.977560091,,,,
